id,name,source,prescription_required,retail_price,discounted_price,manufacturer,quantity,packaging_form,salts
source_6-176554,nimulid md kid tablet,source_6,True,56.97,50.13,mankind pharmaceuticals,10 tablets in strip,strip,nimesulide500mg
source_6-176555,nimulid md strip of 10 tablets,source_6,True,98.65,98.65,mankind pharmaceuticals,10 tablets in strip,strip,nimesulide1000mg
source_6-176556,nimulid md strip of 15 tablets,source_6,True,108.45,99.77,mankind pharmaceuticals,15 tablets in strip,strip,nimesulide1000mg
source_2-85071,nimulidmd tablet,source_2,True,108.45,88.93,panacea biotec,,,nimesulide 100mg
source_1-144847,nimulid md tablet 15s,source_1,True,108.0,95.0,mankind pharma pvt,15,strip tablet,nimesulide100mg
source_7-206613,nimulidmd tablet orange,source_7,True,108.45,88.2,mankind pharma,150 tablet dt in 1 strip,,nimesulide 100mg
source_2-85072,nimulid mr 100mg2mg tablet,source_2,True,119.1,97.66,panacea biotec,,,nimesulide 100mgtizanidine 2mg
source_6-176557,nimulid mr tablets,source_6,True,119.1,104.81,mankind pharmaceuticals,10 tablets in strip,strip,nimesulide1000mg tizanidine20mg
source_6-176558,nimulid nu gel 30gm,source_6,False,75.5,66.44,mankind pharmaceuticals,30g gel in tube,tube,nimesulide100mg
source_2-85073,nimulid nugel,source_2,True,75.5,61.91,panacea biotec,,,nimesulide 10mg000mg
source_2-85074,nimulid safe 75mg injection,source_2,True,17.0,13.94,panacea biotec,,,nimesulide 75mg
source_6-176559,nimulid safe 75mg injection 2ml,source_6,True,14.0,12.32,mankind pharmaceuticals,2ml injection in ampoule,ampoule,nimesulide750mg
source_2-85075,nimulid sp 100 mg15 mg capsule,source_2,True,88.4,72.49,panacea biotec,,,nimesulide 100mgserratiopeptidase 15mg
source_6-176560,nimulid sp capsules,source_6,True,88.4,77.79,mankind pharmaceuticals,10 capsules in strip,strip,serratiopeptidase150mg nimesulide1000mg
source_6-176561,nimulid strip of 10 tablets,source_6,True,93.28,82.09,mankind pharmaceuticals,10 tablets in strip,strip,nimesulide1000mg
source_7-206614,nimulid strong 1 spray,source_7,True,150.0,145.0,mankind pharma,420 gm in 1 bottle,,nimesulide 1 wv
source_1-144848,nimulid strong pain relief gel 30 gm,source_1,False,132.0,116.2,mankind pharma pvt,30,tube gel,unknown
source_1-144849,nimulid strong pain relief spray 42 gm,source_1,False,150.0,132.0,mankind pharma pvt,42,bottle spray,unknown
source_7-206615,nimulid syrup,source_7,True,26.62,25.8,panacea biotec pharma,600 ml in 1 bottle,,nimesulide 50mg5ml
source_6-176562,nimulid syrup 30ml,source_6,True,12.57,11.06,mankind pharmaceuticals,30ml syrup in bottle,bottle,nimesulide
source_6-176563,nimulid syrup 60ml,source_6,True,25.35,22.31,mankind pharmaceuticals,60ml suspension in bottle,bottle,nimesulide500mg
source_2-85077,nimulid tablet,source_2,True,93.28,76.49,panacea biotec,,,nimesulide 100mg
source_1-144850,nimulid tablet 15s,source_1,True,93.0,81.8,panacea biotec,15,strip tablet,nimesulide100mg
source_7-206617,nimulid transgel,source_7,True,84.15,73.8,panacea biotec pharma,300 gm in 1 tube,,nimesulide 1 ww
source_1-144851,nimulid transgel 30 gm,source_1,True,76.5,67.3,panacea biotec,30,tube gel,nimesulide1ww
source_6-176564,nimulid tube of 30gm transgel,source_6,False,84.15,77.42,mankind pharmaceuticals,30g gel in tube,tube,nimesulide100mg
source_7-206618,nimulide p 100mg325mg tablet,source_7,True,42.0,40.7,nasa pharmaceutical,100 tablets in 1 strip,,nimesulide 100mg paracetamol 325mg
source_6-61824,corsango d3 strip of 15 tablets,source_6,False,223.0,223.0,hegde and hegde pharmaceuticals llp,15 tablets in strip,strip,vitamin d3 cholecalciferol5000 iu elemental calcium5000mg
source_2-32466,corsango d3 suspension,source_2,False,107.0,87.74,hegde and hegde pharmaceutical llp,,,unknown
source_1-51787,corsangod3 suspension 100ml,source_1,False,125.0,110.0,hegde hegde pharmaceutica llp,100,bottle suspension,calcium200mg vitamin d3125iu
source_6-61825,corsango d3 suspension 100ml,source_6,False,125.0,110.0,hegde and hegde pharmaceuticals llp,100ml suspension in bottle,bottle,calcium carbonate2000mg vitamin d3 cholecalciferol1250 iu
source_2-32467,corsangod3 tablet,source_2,False,203.0,203.0,hegde and hegde pharmaceutical llp,,,unknown
source_1-51788,corsangod3 tablet 15s,source_1,False,223.0,196.2,hegde hegde pharmaceutica llp,15,strip tablet,elemental calcium500mg vitamin d3500iu
source_7-263603,risdone 1mg liquid 60ml,source_7,True,148.43,121.71,intas pharmaceuticals,60ml,bottle,risperidone 1mg
source_6-223422,risdone 1mg tablet,source_6,True,26.16,26.16,intas pharmaceuticals,10 tablets in strip,strip,risperidone10mg
source_7-263605,risdone 1mg tablet 10s,source_7,True,29.33,24.05,intas pharmaceuticals,10 tablets in a strip,strip,risperidone 1mg
source_2-108794,risdone 1 tablet,source_2,True,23.06,18.91,intas pharmaceuticals,,,risperidone 1mg
source_7-263607,risdone1 tablet 10s,source_7,True,29.0,25.5,intas pharmaceuticals,10,strip tablet,risperidone1mg
source_3-6901,risdone 2mg tab 1x10,source_3,True,50.18,42.65,intas pharmaceuticals,10,strip tablet,risperidone 2mg
source_6-223423,risdone 2mg tablet,source_6,True,41.84,36.82,intas pharmaceuticals,10 tablets in strip,strip,risperidone20mg
source_5-31150,risdone 2mg tablet 10s,source_5,True,50.18,41.15,intas pharmaceuticals,10 tablets in a strip,strip,risperidone 2mg
source_2-108795,risdone 2 tablet,source_2,True,41.07,33.68,intas pharmaceuticals,,,risperidone 2mg
source_1-176595,risdone 2 tablet 10s,source_1,True,50.0,44.0,intas pharmaceuticals,10,strip tablet,risperidone2mg
source_3-6902,risdone 3mg tab 1x10,source_3,True,78.0,66.3,intas pharmaceuticals,10,strip tablet,risperidone 3mg
source_5-31151,risdone 3mg tablet 10s,source_5,True,71.0,58.22,intas pharmaceuticals,10 tablets in a strip,strip,risperidone 3mg
source_6-223424,risdone 3mg tablets,source_6,True,78.0,78.0,intas pharmaceuticals,10 tablets in strip,strip,risperidone30mg
source_7-263609,risdone 3 tablet,source_7,True,78.0,68.4,intas pharmaceuticals,100 tablets in 1 strip,,risperidone 3mg
source_1-176596,risdone 3 tablet 10s,source_1,True,78.0,68.6,intas pharmaceuticals,10,strip tablet,risperidone3mg
source_5-31152,risdone 4mg tablet 10s,source_5,True,81.57,66.89,intas pharmaceuticals,10 tablets in a strip,strip,risperidone 4mg
source_6-223425,risdone 4mg tablets,source_6,True,72.75,72.75,intas pharmaceuticals,10 tablets in strip,strip,risperidone40mg
source_2-108797,risdone 4 tablet,source_2,True,64.12,52.58,intas pharmaceuticals,,,risperidone 4mg
source_1-176597,risdone 4 tablet 10s,source_1,True,81.5,71.7,intas pharmaceuticals,10,strip tablet,risperidone4mg
source_7-263611,risdoneforte tablet,source_7,True,114.0,99.9,intas pharmaceuticals,100 tablets in 1 strip,,risperidone 4mg trihexyphenidyl 2mg
source_6-223426,risdone forte tablet,source_6,True,95.5,95.5,intas pharmaceuticals,10 tablets in strip,strip,risperidone40mg trihexyphenidyl benzhexol hydrochloride20mg
source_1-176598,risdone forte tablet 10s,source_1,True,114.0,100.3,intas pharmaceuticals,10,strip tablet,risperidone4mg trihexyphenidyl2mg
source_5-31153,risdone forte tablet 10s,source_5,True,114.0,93.48,intas pharmaceuticals,10 tablets in a strip,strip,risperidone 4mgtrihexyphenidyl 2mg
source_7-263612,risdone liquid,source_7,True,148.43,128.7,intas pharmaceuticals,600 ml in 1 bottle,,risperidone 1m000mgl
source_1-176599,risdone liquid 60 ml,source_1,True,148.0,130.2,intas pharmaceuticals,60,bottle solution,risperidone1mg
source_7-263613,risdone ls tablet,source_7,True,85.0,72.9,intas pharmaceuticals,100 tablets in 1 strip,,risperidone 2mg trihexyphenidyl 2mg
source_6-223427,risdone ls tablet,source_6,True,85.0,85.0,intas pharmaceuticals,10 tablets in strip,strip,risperidone20mg trihexyphenidyl benzhexol hydrochloride20mg
source_1-176600,risdone ls tablet 10s,source_1,True,85.0,74.8,intas pharmaceuticals,10,strip tablet,risperidone2mg trihexyphenidyl2mg
source_5-31154,risdone ls tablet 10s,source_5,True,85.0,69.7,intas pharmaceuticals,10 tablets in a strip,strip,risperidone 2mgtrihexyphenidyl 2mg
source_6-223428,risdone mt 05mg tablet,source_6,True,33.5,28.47,intas pharmaceuticals,10 tablets in strip,strip,risperidone05mg
source_5-31155,risdone mt 05mg tablet 10s,source_5,True,33.5,27.47,intas pharmaceuticals,10 tablets in a strip,strip,risperidone 05mg
source_1-176601,risdone mt 05 tablet 10s,source_1,True,33.5,29.5,intas pharmaceuticals,10,strip tablet,risperidone05mg
source_2-108801,risdone mt 05 tablet md,source_2,True,30.5,25.01,intas pharmaceuticals,,,risperidone 05mg
source_6-223429,risdone mt 1mg tablet,source_6,True,33.91,28.82,intas pharmaceuticals,10 tablets in strip,strip,risperidone10mg
source_1-176602,risdone mt 1mg tablet,source_1,True,33.5,29.5,intas pharmaceuticals,10,strip tablet,risperidone1mg
source_5-31156,risdone mt 1mg tablet 10s,source_5,True,33.91,27.81,intas pharmaceuticals,10 tablets in a strip,strip,risperidone 1mg
source_2-108802,risdone mt 1 tablet,source_2,True,32.75,26.86,intas pharmaceuticals,,,risperidone 1mg
source_3-6903,risdone mt 2mg tab 1x10,source_3,True,50.18,42.65,intas pharmaceuticals,10,strip,risperidone 2mg
source_2-108803,risdone mt 2mg tablet,source_2,True,47.0,38.54,intas pharmaceuticals,,,risperidone 2mg
source_6-223430,risdone mt 2mg tablet,source_6,True,51.0,51.0,intas pharmaceuticals,10 tablets in strip,strip,risperidone20mg
source_5-31157,risdone mt 2mg tablet 10s,source_5,True,50.18,35.13,intas pharmaceuticals,10 tablets in a strip,strip,risperidone 2mg
source_1-176603,risdonemt2 tablet 10s,source_1,True,50.0,44.0,intas pharmaceuticals,10,strip tablet,risperidone2mg
source_2-108804,risdoneplus tablet,source_2,True,59.5,48.79,intas pharmaceuticals,,,risperidone 3mgtrihexyphenidylbenzhexol 2mg
source_6-223431,risdone plus tablet,source_6,True,71.0,71.0,intas pharmaceuticals,10 tablets in strip,strip,risperidone30mg trihexyphenidyl benzhexol hydrochloride20mg
source_1-176604,risdone plus tablet 10s,source_1,True,85.0,74.8,intas pharmaceuticals,10,strip tablet,risperidone3mg trihexyphenidyl2mg
source_5-31158,risdone plus tablet 10s,source_5,True,85.0,69.7,intas pharmaceuticals,10 tablets in a strip,strip,risperidone 3mgtrihexyphenidyl 2mg
source_6-223432,risdone suspension 60ml,source_6,True,130.37,130.37,intas pharmaceuticals,60ml oral liquid in bottle,bottle,risperidone10mg
source_3-6904,risdone syp 60ml,source_3,True,148.43,126.17,intas pharmaceuticals,60,bottle syrup,risperidone 1mg
source_6-172175,neovec 10mg dry vial of 1 powder for injection,source_6,True,109.5,96.36,neon laboratories,1 powder for injections in dry vial,dry vial,vecuronium100mg
source_4-4074,neovec 10mg injection,source_4,True,122.75,104.0,neon laboratories,1 vials,vial,vecuronium bromide
source_6-172176,neovec 20mg injection,source_6,True,473.0,416.24,neon laboratories,20ml injection,injection,vecuronium bromide
source_1-142250,neovec20mg inj,source_1,True,520.0,457.6,neon laboratories,1,vial injection,vecuronium20mg
source_2-82905,neovec 4mg2ml inj amp,source_2,True,90.5,74.21,neon laboratories,,,unknown
source_6-172177,neovec 4mg ampoule of 1 powder for injection,source_6,True,90.5,76.92,neon laboratories,1 powder for injections in ampoule,ampoule,vecuronium40mg
source_2-82906,neovec 4mg injection,source_2,True,135.0,110.7,neon laboratories,,,vecuronium 4mg
source_6-184554,oflomac 03 ee drops 5ml,source_6,True,19.05,19.05,macleods pharmaceuticals,5ml eyeear drop in bottle,bottle,ofloxacin03 dexamethasone01
source_6-184555,oflomac 100mg strip of 10 tablets,source_6,True,50.6,44.53,macleods pharmaceuticals,10 tablets in strip,strip,ofloxacin1000mg
source_3-5750,oflomac 100mg tab 1x10,source_3,True,50.6,43.01,macleods pharmaceuticals pvt,10,strip,ofloxacin 100mg
source_7-215015,oflomac 100 tablet,source_7,True,61.05,52.92,macleods pharmaceuticals pvt,100 tablets in 1 strip,,ofloxacin 100mg
source_1-149269,oflomac 100 tablet 10s,source_1,True,61.0,53.7,macleods pharmaceuticals,10,strip tablet,ofloxacin100mg
source_7-215016,oflomac 200mg infusion,source_7,True,137.5,119.7,macleods pharmaceuticals pvt,1000 ml in 1 bottle,,ofloxacin 200mg
source_6-184556,oflomac 200mg strip of 10 tablets,source_6,True,88.5,80.53,macleods pharmaceuticals,10 tablets in strip,strip,ofloxacin2000mg
source_7-215017,oflomac 200 tablet,source_7,True,88.5,69.3,macleods pharmaceuticals pvt,100 tablets in 1 strip,,ofloxacin 200mg
source_1-149270,oflomac 200 tablet 10s,source_1,True,88.5,77.9,macleods pharmaceuticals,10,strip tablet,ofloxacin200mg
source_6-184557,oflomac 300mg strip of 10 tablets,source_6,True,146.3,130.21,macleods pharmaceuticals,10 tablets in strip,strip,ofloxacin3000mg
source_2-88887,oflomac 300 tablet,source_2,True,110.0,90.2,macleods pharmaceuticals pvt,,,ofloxacin 300mg
source_1-149271,oflomac 300 tablet 10s,source_1,True,146.0,128.5,macleods pharmaceuticals,10,strip tablet,ofloxacin300mg
source_6-184558,oflomac 400mg strip of 10 tablets,source_6,True,139.7,122.94,macleods pharmaceuticals,10 tablets in strip,strip,ofloxacin4000mg
source_3-5751,oflomac 400mg tab 1x10,source_3,True,153.0,130.05,macleods pharmaceuticals pvt,10,strip,ofloxacin 400mg
source_2-88888,oflomac 400 tablet,source_2,True,127.0,104.14,macleods pharmaceuticals pvt,,,ofloxacin 400mg
source_1-149272,oflomac 400 tablet 10s,source_1,True,184.5,162.4,macleods pharmaceuticals,10,strip tablet,ofloxacin400mg
source_1-149273,oflomac 50 oral solution 60 ml,source_1,True,72.5,63.8,macleods pharmaceuticals,60,bottle oral solution,ofloxacin50mg
source_1-149274,oflomac cx 100dt tablet 10s,source_1,True,70.0,61.6,macleods pharmaceuticals,10,strip tablet,cefixime100mg ofloxacin100mg
source_7-215020,oflomac cx 100mg100mg tablet dt,source_7,True,77.0,74.7,macleods pharmaceuticals pvt,100 tablet dt in 1 strip,,cefixime 100mg ofloxacin 100mg
source_6-184559,oflomac cx 100mg dt strip of 10 tablets,source_6,True,88.5,77.88,macleods pharmaceuticals,10 tablets in strip,strip,ofloxacin1000mg cefixime1000mg
source_2-88889,oflomac cx 200 mg200 mg tablet,source_2,True,145.0,118.9,macleods pharmaceuticals pvt,,,cefixime 200mgofloxacin 200mg
source_6-184560,oflomac cx 200mg strip of 10 tablets,source_6,True,192.0,192.0,macleods pharmaceuticals,10 tablets in strip,strip,cefixime2000mg ofloxacin2000mg
source_6-184561,oflomac cx bottle of 30ml dry syrup,source_6,True,43.6,38.37,macleods pharmaceuticals,30ml dry syrup in bottle,bottle,cefixime ofloxacin
source_7-215022,oflomac cx dry syrup,source_7,True,46.0,44.6,macleods pharmaceuticals pvt,300 ml in 1 bottle,,cefixime 50mg5ml ofloxacin 50mg5ml
source_6-184562,oflomac dx bottle of 5ml eyeear drops,source_6,True,7.51,7.51,macleods pharmaceuticals,5ml eyeear drop in bottle,bottle,ofloxacin03 dexamethasone01
source_7-215023,oflomac dx eyeear drops,source_7,True,7.51,7.3,macleods pharmaceuticals pvt,50 ml in 1 packet,,ofloxacin 03 dexamethasone 01
source_1-149275,oflomac eyeear drops,source_1,True,19.05,16.764,macleods pharmaceuticals,5,bottle eyeear drops,ofloxacin03wv
source_6-184563,oflomac forte bottle of 30ml oral solution,source_6,True,71.25,62.7,macleods pharmaceuticals,30ml oral solution in bottle,bottle,ofloxacin1000mg5ml
source_2-88892,oflomac forte oral solution,source_2,True,59.0,48.38,macleods pharmaceuticals pvt,,,ofloxacin 100mg5ml
source_1-149276,oflomac forte oral solution 30 ml,source_1,True,71.0,62.5,macleods pharmaceuticals,30,bottle oral solution,ofloxacin100mg
source_1-149277,oflomac forte oral solution 60 ml,source_1,True,156.5,137.7,macleods pharmaceuticals,60,bottle oral solution,ofloxacin100mg
source_6-184564,oflomac injection 100ml,source_6,True,125.4,106.59,macleods pharmaceuticals,100ml infusion in bottle,bottle,ofloxacin2000mg
source_1-149278,oflomac iv 100ml,source_1,True,137.5,121.0,macleods pharmaceuticals,100,bottle infusion,ofloxacin200mg sodium chloride09g
source_7-215027,oflomac iv 200mg infusion,source_7,True,79.0,76.6,macleods pharmaceuticals pvt,2000 ml in 1 bottle,,ofloxacin 200mg
source_6-184565,oflomac m bottle of 30ml suspension,source_6,True,45.68,45.68,macleods pharmaceuticals,30ml suspension in bottle,bottle,ofloxacin500mg5ml metronidazole1000mg5ml
source_6-184566,oflomac m bottle of 60ml suspension,source_6,True,62.7,55.18,macleods pharmaceuticals,60ml suspension in bottle,bottle,ofloxacin500mg5ml metronidazole1000mg5ml
source_7-215028,oflomacm forte suspension,source_7,True,88.25,78.3,macleods pharmaceuticals pvt,600 ml in 1 bottle,,ofloxacin 100mg5ml metronidazole 200mg5ml
source_6-184567,oflomac m forte suspension 30ml,source_6,True,46.18,46.18,macleods pharmaceuticals,30ml suspension in bottle,bottle,ofloxacin1000mg5ml metronidazole2000mg5ml
source_1-149279,oflomacm forte suspension 60 ml,source_1,True,88.0,77.4,macleods pharmaceuticals,60,bottle suspension,metronidazole200mg ofloxacin100mg
source_6-184568,oflomac m forte suspension 60ml,source_6,True,88.25,77.66,macleods pharmaceuticals,60ml suspension in bottle,bottle,ofloxacin1000mg5ml metronidazole2000mg5ml
source_1-149280,oflomac m forte syrup 30 ml,source_1,True,80.0,70.4,macleods pharmaceuticals,30,bottle syrup,ofloxacin100m000mgetronidazole
source_7-215029,oflomacm suspension,source_7,True,62.7,54.9,macleods pharmaceuticals pvt,600 ml in 1 bottle,,ofloxacin 50mg5ml metronidazole 100mg5ml
source_1-149281,oflomacm suspension 30 ml,source_1,True,62.5,55.0,macleods pharmaceuticals,30,bottle suspension,metronidazole100mg ofloxacin50mg
source_1-149282,oflomacm suspension 60 ml,source_1,True,62.5,55.0,macleods pharmaceuticals,60,bottle suspension,metronidazole100mg ofloxacin50mg
source_7-215030,oflomacm tablet,source_7,True,11.13,10.8,macleods pharmaceuticals pvt,100 tablets in 1 strip,,ofloxacin na metronidazole na
source_6-184569,oflomac m tablets,source_6,True,11.13,11.13,macleods pharmaceuticals,10 tablets in strip,strip,ofloxacin2000mg metronidazole6000mg
source_6-184570,oflomac mn suspension 30ml,source_6,True,29.73,29.73,macleods pharmaceuticals,30ml suspension in bottle,bottle,metronidazole ofloxacin
source_6-184571,oflomac mn suspension 60ml,source_6,True,209.25,209.25,macleods pharmaceuticals,60ml suspension in bottle,bottle,metronidazole ofloxacin
source_2-88897,oflomac mn syrup,source_2,True,44.41,36.42,macleods pharmaceuticals pvt,,,ofloxacin 50mg5mlmetronidazole 100mg5ml
source_1-149283,oflomac mn syrup 60 ml,source_1,True,72.5,63.8,macleods pharmaceuticals,60,bottle syrup,metronidazole100mg ofloxacin50mg
source_6-184572,oflomac od 100 mg strip of 10 tablets,source_6,True,34.37,30.25,macleods pharmaceuticals,10 tablets in strip,strip,ofloxacin1000mg
source_2-88898,oflomac od 100mg tablet,source_2,True,34.37,28.18,macleods pharmaceuticals pvt,,,ofloxacin 100mg
source_7-215033,oflomac od 400mg tablet,source_7,True,52.11,50.5,macleods pharmaceuticals pvt,50 tablets in 1 strip,,ofloxacin 400mg
source_6-184573,oflomac od tablets,source_6,True,52.11,45.86,macleods pharmaceuticals,5 tablets in strip,strip,ofloxacin4000mg
source_2-88900,oflomac oral solution,source_2,True,30.0,24.6,macleods pharmaceuticals pvt,,,ofloxacin 50mg5ml
source_2-88901,oflomac oz 200 mg500 mg infusion,source_2,True,136.75,112.14,macleods pharmaceuticals pvt,,,ofloxacin 200mgornidazole 500mg
source_6-184574,oflomac oz infusion 100ml,source_6,True,136.75,120.34,macleods pharmaceuticals,100ml infusion in vial,vial,ofloxacin2000mg ornidazole5000mg
source_6-184575,oflomac oz strip of 10 tablets,source_6,True,179.3,154.2,macleods pharmaceuticals,10 tablets in strip,strip,ofloxacin2000mg ornidazole5000mg
source_2-88902,oflomac oz suspension,source_2,True,45.9,37.64,macleods pharmaceuticals pvt,,,ofloxacin 50mg5mlornidazole 125mg5ml
source_6-184576,oflomac oz syrup 30ml,source_6,True,45.9,40.39,macleods pharmaceuticals,30ml suspension in bottle,bottle,ofloxacin ornidazole
source_2-88903,oflomac oz tablet,source_2,True,179.3,147.03,macleods pharmaceuticals pvt,,,ofloxacin 200mg ornidazole 500mg
source_1-149284,oflomac oz tablet 10s,source_1,True,179.0,157.5,macleods pharmaceuticals,10,strip tablet,ofloxacin200mg ornidazole500mg
source_6-184577,oflomac solution 30ml,source_6,True,39.6,33.66,macleods pharmaceuticals,30ml oral solution in bottle,bottle,ofloxacin500mg
source_6-184578,oflomac solution 60ml,source_6,True,72.6,72.6,macleods pharmaceuticals,60ml oral solution in bottle,bottle,ofloxacin500mg
source_1-149285,oflomac suspension 30 ml,source_1,True,43.5,38.3,macleods pharmaceuticals,30,bottle suspension,ofloxacin50mg
source_3-5752,oflomac suspension 30ml,source_3,True,39.6,33.66,macleods pharmaceuticals pvt,30,bottle suspension,ofloxacin 50mg 5ml
source_1-149286,oflomac suspension 60 ml,source_1,True,72.5,63.8,macleods pharmaceuticals,60,bottle suspension,ofloxacin50mg
source_1-149287,oflomac tz 100mg tablet,source_1,True,115.5,101.6,macleods pharmaceuticals,10,strip tablet,ofloxacin200mg tinidazole600mg
source_2-88904,oflomac tz 200 mg600 mg tablet,source_2,True,87.5,71.75,macleods pharmaceuticals pvt,,,ofloxacin 200mgtinidazole 600mg
source_1-149288,oflomac tz 200 mg tablet 10s,source_1,True,115.5,101.6,macleods pharmaceuticals,10,strip tablet,ofloxacin200mg tinidazole600mg
source_1-149289,oflomac tz 400mg tablet,source_1,True,115.5,101.6,macleods pharmaceuticals,10,strip tablet,ofloxacin200mg tinidazole600mg
source_6-184579,oflomac tz strip of 10 tablets,source_6,True,115.5,101.64,macleods pharmaceuticals,10 tablets in strip,strip,tinidazole6000mg ofloxacin2000mg
source_6-113747,gutgain bottle of 5ml suspension pack of 10,source_6,False,490.0,431.2,alkem laboratories,5ml suspension in bottle,bottle,bacillus clausii20 b
source_7-138431,gutgain oral suspension 5ml each,source_7,False,530.0,444.6,alkem laboratories,100 oral suspensions in 1 bottle,,bacillus clausii 2billion spores
source_6-113748,gutgain sachet 1gm,source_6,False,54.0,54.0,alkem laboratories,1g granules in sachet,sachet,saccharomyces boulardii50 billion cfu bacillus subtilis10 billion cfu
source_1-96544,gutgain sachet 1 gm,source_1,False,54.0,47.52,alkem laboratories,1,packet powder,unknown
source_1-96545,gutgain suspension 10x5 ml,source_1,False,530.0,466.4,alkem laboratories,10x5,packet suspension,bacillus clausii2billion spores
source_1-103909,insupen blue,source_1,True,675.0,594.0,biocon,1,box injection,insulin pen
source_6-125694,insupen ez device,source_6,False,741.8,741.8,biocon,1 devices in box,box,unknown
source_1-103910,insupen ez pen 1s,source_1,False,741.8,652.784,biocon,1,packet device,unknown
source_1-103911,insupen gold,source_1,True,675.0,594.0,biocon,1,box injection,insulin pen
source_6-125695,insupen gold ease pen,source_6,False,675.0,594.0,biocon,1 devices in device,device,human insulin1000 iu
source_1-103912,insupen probasalog refil 100iu 5x3ml initiation kit,source_1,True,3325.0,2726.5,biocon,1,box injection,insulin glargine100iu
source_7-147465,insupen pro insugen 3070 refill initiation kit,source_7,True,1450.0,1407.0,biocon,10 kit in 1 box,,insulin isophane 70 human insulin 30
source_6-125696,insupen pro device 1 numbers,source_6,False,1299.0,1078.17,biocon biologics,1 devices in box,box,unknown
source_1-103913,insupen pro green,source_1,False,1299.0,1143.1,biocon,1,packet device,unknown
source_2-62055,insupen pro pen,source_2,False,1299.0,1299.0,biocare remedies,,,unknown
source_6-125697,insupen pro plus insugen 3070 refil box of 1 injection,source_6,True,1450.0,1290.5,biocon biologics,1 injections in box,box,human insulin soluble insulin1000 iuml
source_1-103914,insupen pro plus insugen 3070 refil initiation kit 5 x 3 ml,source_1,True,1299.0,1143.1,biocon,5 x 3,box injection,insulin human100iu
source_1-103915,insupen red 1s,source_1,False,1299.0,1143.1,biocon,1,box device,unknown
source_1-226958,zocon 005 gel 15gm,source_1,True,50.0,44.0,fdc,15,tube gel,fluconazole05 ww
source_6-282702,zocon 03 eye drops 5ml,source_6,True,76.45,67.28,fdc,5ml eye drop in bottle,bottle,fluconazole03 wv
source_6-282703,zocon 05 transgel,source_6,False,51.44,51.44,fdc,15g gel in tube,tube,fluconazole05
source_6-282704,zocon 1 bottle of 75gm dusting powder,source_6,False,99.0,87.12,fdc,75g dusting powder in bottle,bottle,clotrimazole10
source_2-137391,zocon 1 dusting powder,source_2,False,99.0,94.05,fdc,,,clotrimazole 1 ww
source_6-282705,zocon 1 dusting powder 100gm,source_6,False,130.65,114.97,fdc,100g dusting powder in bottle,bottle,clotrimazole10
source_6-282706,zocon 1 dusting powder 50gm,source_6,False,99.0,84.15,fdc,50g dusting powder in bottle,bottle,clotrimazole10
source_7-337445,zocon 1 soap,source_7,False,133.0,109.8,fdc,1000 gm in 1 packet,,clotrimazole 1 ww
source_1-226959,zocon 1ww soap 100gm,source_1,False,133.0,117.1,fdc,100,pack soap,clotrimazole1ww
source_3-9198,zocon 100dt tab 1x4,source_3,True,34.13,29.01,f d c india,4,strip,fluconazole 100mg
source_2-137393,zocon 100 dt tablet,source_2,True,34.95,28.66,fdc,,,fluconazole 100mg
source_6-282707,zocon 150mg strip of 10 tablets,source_6,True,23.5,20.68,fdc,10 tablets in strip,strip,fluconazole1500mg
source_6-282708,zocon 150mg strip of 2 tablets,source_6,True,24.04,24.04,fdc,2 tablets in strip,strip,fluconazole1500mg
source_6-282709,zocon 150mg strip of 3 tablets,source_6,True,44.0,38.72,fdc,3 tablets in strip,strip,fluconazole1500mg
source_6-282710,zocon 150mg strip of 6 tablets,source_6,True,81.04,71.32,fdc,6 tablets in strip,strip,fluconazole1500mg
source_1-226960,zocon 150mg tablet 2s,source_1,True,25.5,22.4,fdc,2,strip tablet,fluconazole150mg
source_5-47723,zocon 150mg tablet 3s,source_5,True,36.15,29.64,fdc,3 tablets in a strip,strip,fluconazole 150mg
source_2-137394,zocon 150 tablet,source_2,True,81.04,66.45,fdc,,,fluconazole 150mg
source_1-226961,zocon 150 tablet 1s,source_1,True,14.5,12.8,fdc,1,strip tablet,fluconazole150mg
source_1-226962,zocon150 tablet 3s,source_1,True,44.0,38.7,fdc,3,strip tablet,fluconazole150mg
source_1-226963,zocon 150 tablet 6s,source_1,True,81.0,71.3,fdc,6,strip tablet,fluconazole150mg
source_5-47724,zocon 150 tablet 6s,source_5,True,72.31,59.29,fdc,6 tablets in a strip,strip,fluconazole 150mg
source_6-282711,zocon 2 ww dusting powder 75gm,source_6,False,99.0,99.0,fdc,75g oral powder in bottle,bottle,fluconazole20
source_6-282712,zocon 200mg strip of 2 tablets,source_6,True,39.08,34.39,fdc,2 tablets in strip,strip,fluconazole2000mg
source_3-9199,zocon 200mg tab 1x2,source_3,True,39.08,33.22,f d c india,2,strip,fluconazole 200mg
source_5-47725,zocon 200mg tablet 2s,source_5,True,34.88,24.42,fdc,2 tablets in a strip,strip,fluconazole 200mg
source_7-337450,zocon 200 tablet,source_7,True,78.22,68.22,fdc,40 tablets in 1 strip,,fluconazole 200mg
source_1-226964,zocon200 tablet 2s,source_1,True,39.0,34.3,fdc,2,strip tablet,fluconazole200mg
source_1-226965,zocon200 tablet 4s,source_1,True,78.0,78.0,fdc,4,strip tablet,fluconazole200mg
